cfg__QP_37_nF_2_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32
function: TEncSbac::codeQtCbfZero	Ir: 8,399,125	ILmr: 38	I1mr: 26,876	DLmr: 0	DLmw: 0	D1mr: 734,154	Dw: 3,475,500	Dr: 3,765,125	D1mw: 12,903
function: TComYuv::copyToPartComponent	Ir: 8,363,520	ILmr: 121	I1mr: 46,612	DLmr: 88	DLmw: 0	D1mr: 73,497	Dw: 2,099,520	Dr: 2,989,440	D1mw: 3,972
function: TEncSearch::xGetIntraBitsQT	Ir: 8,066,900	ILmr: 12	I1mr: 263,913	DLmr: 0	DLmw: 0	D1mr: 435,473	Dw: 3,970,245	Dr: 3,644,515	D1mw: 108,148
function: TComTU::GetEquivalentLog2TrSize	Ir: 7,862,415	ILmr: 2	I1mr: 116,193	DLmr: 0	DLmw: 0	D1mr: 14,120	Dw: 714,765	Dr: 3,573,825	D1mw: 0
function: TEncSearch::encodeResAndCalcRdInterCU	Ir: 7,818,414	ILmr: 353	I1mr: 341,349	DLmr: 11	DLmw: 0	D1mr: 495,666	Dw: 2,877,336	Dr: 2,800,936	D1mw: 151,043
function: TComDataCU::getPUAboveLeft	Ir: 7,610,205	ILmr: 94	I1mr: 488,133	DLmr: 53	DLmw: 38	D1mr: 358,104	Dw: 1,684,982	Dr: 3,414,788	D1mw: 148,555
function: TComDataCU::getPartIndexAndSize	Ir: 7,596,108	ILmr: 42	I1mr: 27,605	DLmr: 31	DLmw: 2	D1mr: 253,594	Dw: 1,194,980	Dr: 3,415,708	D1mw: 44,008
function: TComRdCost::xGetSSE64	Ir: 7,330,364	ILmr: 149	I1mr: 5,932	DLmr: 0	DLmw: 6	D1mr: 111,194	Dw: 3,185,791	Dr: 3,237,929	D1mw: 10,067
function: TEncSearch::xRecurIntraChromaCodingQT	Ir: 7,031,990	ILmr: 19	I1mr: 274,745	DLmr: 0	DLmw: 27	D1mr: 361,642	Dw: 2,602,896	Dr: 2,516,648	D1mw: 159,842
function: TComDataCU::getInterMergeCandidates	Ir: 6,889,407	ILmr: 447	I1mr: 500,034	DLmr: 1,734	DLmw: 3	D1mr: 141,784	Dw: 2,520,684	Dr: 2,179,999	D1mw: 52,676
function: TEncSbac::getNumberOfWrittenBits	Ir: 6,695,616	ILmr: 0	I1mr: 0	DLmr: 0	DLmw: 0	D1mr: 75,759	Dw: 1,673,904	Dr: 4,184,760	D1mw: 27,776
function: TEncSearch::xStoreIntraResultQT	Ir: 6,655,500	ILmr: 14	I1mr: 181,710	DLmr: 0	DLmw: 0	D1mr: 158,398	Dw: 1,778,625	Dr: 3,213,000	D1mw: 0
function: TComDataCU::getCtxQtCbf	Ir: 6,375,801	ILmr: 11	I1mr: 225,295	DLmr: 0	DLmw: 0	D1mr: 69,940	Dw: 0	Dr: 3,287,368	D1mw: 0
function: partialButterflyInverse4	Ir: 6,307,000	ILmr: 16	I1mr: 67,513	DLmr: 4	DLmw: 34	D1mr: 6,874	Dw: 937,040	Dr: 3,261,620	D1mw: 57,610
function: TComDataCU::setTrIdxSubParts	Ir: 6,238,728	ILmr: 4	I1mr: 432,379	DLmr: 6	DLmw: 0	D1mr: 493,521	Dw: 1,819,629	Dr: 3,119,364	D1mw: 968
function: TEncSearch::xGetInterPredictionError	Ir: 5,910,464	ILmr: 75	I1mr: 60,789	DLmr: 0	DLmw: 0	D1mr: 186,661	Dw: 2,638,600	Dr: 1,847,020	D1mw: 62,379
function: TEncEntropy::encodeQtCbf	Ir: 5,882,100	ILmr: 6	I1mr: 53,887	DLmr: 0	DLmw: 1	D1mr: 231,584	Dw: 2,100,750	Dr: 3,361,200	D1mw: 32,129
function: TComTU::useDST	Ir: 5,749,500	ILmr: 2	I1mr: 42,280	DLmr: 0	DLmw: 0	D1mr: 83,827	Dw: 685,950	Dr: 3,490,025	D1mw: 0
function: TEncBinCABACCounter::encodeBinsEP	Ir: 5,685,163	ILmr: 0	I1mr: 72,897	DLmr: 0	DLmw: 0	D1mr: 2,477	Dw: 1,550,499	Dr: 2,067,332	D1mw: 193
function: TComPrediction::xPredInterBi	Ir: 5,577,088	ILmr: 131	I1mr: 78,404	DLmr: 128	DLmw: 0	D1mr: 125,246	Dw: 1,702,808	Dr: 2,133,224	D1mw: 19,202
function: TComPrediction::UseDPCMForFirstPassIntraEstimation	Ir: 5,526,150	ILmr: 4	I1mr: 10,738	DLmr: 0	DLmw: 0	D1mr: 346,066	Dw: 581,700	Dr: 3,490,200	D1mw: 0
function: TEncSearch::xEncIntraHeader	Ir: 5,524,372	ILmr: 23	I1mr: 607,537	DLmr: 1	DLmw: 2	D1mr: 354,899	Dw: 1,418,873	Dr: 2,159,268	D1mw: 52,347
function: TComCUMvField::setAllMvField	Ir: 5,509,004	ILmr: 11	I1mr: 49,236	DLmr: 0	DLmw: 0	D1mr: 15,169	Dw: 2,828,948	Dr: 2,233,380	D1mw: 2,523
function: TEncSearch::xEncodeResidualQT	Ir: 5,492,672	ILmr: 70	I1mr: 110,919	DLmr: 87	DLmw: 3	D1mr: 282,609	Dw: 1,776,447	Dr: 2,563,230	D1mw: 74,982
function: TComYuv::copyPartToPartYuv	Ir: 5,489,568	ILmr: 49	I1mr: 35,734	DLmr: 0	DLmw: 0	D1mr: 14,286	Dw: 1,543,941	Dr: 1,200,843	D1mw: 1,495
function: TEncSearch::xRecurIntraCodingQT	Ir: 5,422,551	ILmr: 67	I1mr: 195,817	DLmr: 20	DLmw: 75	D1mr: 261,969	Dw: 1,597,488	Dr: 1,988,100	D1mw: 138,906
function: TEncEntropy::encodeIntraDirModeLuma	Ir: 5,318,348	ILmr: 2	I1mr: 27,161	DLmr: 5	DLmw: 0	D1mr: 134,458	Dw: 1,899,410	Dr: 3,039,056	D1mw: 16,966
function: TComDataCU::setTransformSkipSubParts	Ir: 5,220,050	ILmr: 3	I1mr: 162,949	DLmr: 0	DLmw: 4	D1mr: 521,749	Dw: 1,461,614	Dr: 2,714,426	D1mw: 7,015
function: TEncSearch::xGetTemplateCost	Ir: 5,145,404	ILmr: 96	I1mr: 125,251	DLmr: 15	DLmw: 0	D1mr: 320,460	Dw: 1,743,484	Dr: 2,211,248	D1mw: 52,225
function: TEncSearch::xEncSubdivCbfQT	Ir: 5,118,277	ILmr: 0	I1mr: 16,890	DLmr: 0	DLmw: 6	D1mr: 56,860	Dw: 1,114,057	Dr: 2,118,457	D1mw: 13,443
function: TComRdCost::xGetSAD12	Ir: 5,066,060	ILmr: 32	I1mr: 557	DLmr: 90	DLmw: 0	D1mr: 25,200	Dw: 121,170	Dr: 1,402,110	D1mw: 612
function: TComYuv::copyToPicComponent	Ir: 4,930,368	ILmr: 72	I1mr: 52,397	DLmr: 260	DLmw: 18	D1mr: 95,030	Dw: 1,292,880	Dr: 2,034,144	D1mw: 12,581
function: TComDataCU::initSubCU	Ir: 4,909,248	ILmr: 276	I1mr: 65,466	DLmr: 98	DLmw: 175	D1mr: 114,836	Dw: 2,083,680	Dr: 1,871,616	D1mw: 64,038
function: TEncSearch::xEncCoeffQT	Ir: 4,829,059	ILmr: 0	I1mr: 24,840	DLmr: 0	DLmw: 0	D1mr: 71,066	Dw: 1,208,280	Dr: 2,504,327	D1mw: 3,767
function: TEncSearch::xMotionEstimation	Ir: 4,762,616	ILmr: 453	I1mr: 305,912	DLmr: 28	DLmw: 0	D1mr: 323,278	Dw: 1,561,342	Dr: 2,008,377	D1mw: 59,175
function: TComDataCU::fillMvpCand	Ir: 4,631,586	ILmr: 145	I1mr: 177,776	DLmr: 879	DLmw: 10	D1mr: 126,523	Dw: 1,714,116	Dr: 1,406,848	D1mw: 34,119
function: TEncSearch::xExtDIFUpSamplingQ	Ir: 4,330,549	ILmr: 417	I1mr: 231,086	DLmr: 11	DLmw: 0	D1mr: 241,443	Dw: 2,211,609	Dr: 1,527,539	D1mw: 19,930
function: TComPrediction::motionCompensation	Ir: 4,155,391	ILmr: 202	I1mr: 97,246	DLmr: 0	DLmw: 0	D1mr: 37,528	Dw: 1,832,825	Dr: 1,206,606	D1mw: 16,125
function: TComDataCU::xGetColMVP	Ir: 3,864,532	ILmr: 11	I1mr: 45,189	DLmr: 3,969	DLmw: 0	D1mr: 371,013	Dw: 630,944	Dr: 1,892,832	D1mw: 4,674
function: TComDataCU::xAddMVPCand	Ir: 3,831,554	ILmr: 63	I1mr: 88,301	DLmr: 3,301	DLmw: 1	D1mr: 325,626	Dw: 854,876	Dr: 1,589,162	D1mw: 16,066
function: TEncSearch::xEstimateMvPredAMVP	Ir: 3,785,680	ILmr: 122	I1mr: 119,697	DLmr: 0	DLmw: 2	D1mr: 232,160	Dw: 1,728,190	Dr: 1,440,892	D1mw: 159,423
function: TComTrQuant::invTransformNxN	Ir: 3,737,975	ILmr: 20	I1mr: 221,226	DLmr: 0	DLmw: 0	D1mr: 129,297	Dw: 1,396,360	Dr: 1,813,955	D1mw: 75,430
function: TComTrQuant::getSigCoeffGroupCtxInc	Ir: 3,701,750	ILmr: 6	I1mr: 7,825	DLmr: 0	DLmw: 0	D1mr: 5,666	Dw: 274,515	Dr: 1,238,632	D1mw: 0
function: TEncSearch::xMergeEstimation	Ir: 3,630,401	ILmr: 57	I1mr: 89,895	DLmr: 1	DLmw: 0	D1mr: 185,184	Dw: 1,473,551	Dr: 1,529,210	D1mw: 11,968
function: TComLoopFilter::xEdgeFilterLuma	Ir: 3,591,605	ILmr: 90	I1mr: 90	DLmr: 4,065	DLmw: 0	D1mr: 48,134	Dw: 561,794	Dr: 1,369,792	D1mw: 6,809
function: TEncSbac::store	Ir: 3,563,748	ILmr: 0	I1mr: 2,562	DLmr: 0	DLmw: 24	D1mr: 58,127	Dw: 1,484,895	Dr: 1,187,916	D1mw: 29,614
function: TEncSearch::xCheckBestMVP	Ir: 3,519,105	ILmr: 99	I1mr: 84,862	DLmr: 10	DLmw: 0	D1mr: 144,812	Dw: 744,969	Dr: 1,362,017	D1mw: 14,514
function: TEncEntropy::encodeQtCbfZero	Ir: 3,475,500	ILmr: 21	I1mr: 17,618	DLmr: 1	DLmw: 0	D1mr: 720,364	Dw: 1,158,500	Dr: 2,027,375	D1mw: 15,462
function: TComDataCU::getPUBelowLeft	Ir: 3,404,497	ILmr: 52	I1mr: 51,354	DLmr: 575	DLmw: 2	D1mr: 181,394	Dw: 651,848	Dr: 1,725,188	D1mw: 12,546
function: isAboveLeftAvailable	Ir: 3,351,767	ILmr: 6	I1mr: 337,212	DLmr: 0	DLmw: 28	D1mr: 149,892	Dw: 1,165,832	Dr: 1,165,832	D1mw: 174,735
function: TEncGOP::xCalculateAddPSNR	Ir: 3,307,855	ILmr: 85	I1mr: 85	DLmr: 13,482	DLmw: 0	D1mr: 414,789	Dw: 2,334	Dr: 1,202,446	D1mw: 45
function: TComDataCU::setMVPIdxSubParts	Ir: 3,267,204	ILmr: 62	I1mr: 39,636	DLmr: 9	DLmw: 0	D1mr: 214,691	Dw: 860,671	Dr: 1,507,926	D1mw: 21,299
function: TComCUMvField::setAllMvd	Ir: 3,187,132	ILmr: 60	I1mr: 32,337	DLmr: 1	DLmw: 9	D1mr: 13,836	Dw: 598,524	Dr: 998,840	D1mw: 45,800
function: TComDataCU::setMVPNumSubParts	Ir: 3,075,688	ILmr: 58	I1mr: 19,861	DLmr: 6	DLmw: 0	D1mr: 88,773	Dw: 812,142	Dr: 1,419,705	D1mw: 0
function: TEncSearch::estIntraPredChromaQT	Ir: 2,978,292	ILmr: 52	I1mr: 122,946	DLmr: 20	DLmw: 20	D1mr: 240,555	Dw: 1,224,531	Dr: 1,299,638	D1mw: 59,370
function: TComPrediction::xCheckIdenticalMotion	Ir: 2,860,564	ILmr: 59	I1mr: 43,334	DLmr: 253	DLmw: 0	D1mr: 219,487	Dw: 222,534	Dr: 1,685,568	D1mw: 0
function: TEncSbac::xWriteCoefRemainExGolomb	Ir: 2,805,723	ILmr: 18	I1mr: 36,192	DLmr: 0	DLmw: 0	D1mr: 165	Dw: 735,924	Dr: 1,148,790	D1mw: 1,289
function: TComPrediction::predIntraGetPredValDC	Ir: 2,795,740	ILmr: 8	I1mr: 45,993	DLmr: 0	DLmw: 96	D1mr: 34,284	Dw: 154,680	Dr: 794,240	D1mw: 44,907
function: TComBitCounter::resetBits	Ir: 2,756,475	ILmr: 26	I1mr: 116,544	DLmr: 0	DLmw: 0	D1mr: 0	Dw: 918,825	Dr: 1,837,650	D1mw: 0
function: TEncEntropy::xEncodeTransform	Ir: 2,720,706	ILmr: 34	I1mr: 14,267	DLmr: 34	DLmw: 1	D1mr: 72,989	Dw: 560,775	Dr: 1,124,846	D1mw: 16,971
function: void	Ir: 2,711,804	ILmr: 8	I1mr: 981	DLmr: 320	DLmw: 0	D1mr: 24,143	Dw: 100,772	Dr: 1,789,686	D1mw: 7,932
function: TComDataCU::setIntraDirSubParts	Ir: 2,611,025	ILmr: 4	I1mr: 130,896	DLmr: 0	DLmw: 0	D1mr: 212,587	Dw: 731,087	Dr: 1,357,733	D1mw: 74,036
function: TEncBinCABAC::getTEncBinCABAC	Ir: 2,583,332	ILmr: 4	I1mr: 5,049	DLmr: 0	DLmw: 0	D1mr: 0	Dw: 0	Dr: 2,583,332	D1mw: 0
function: xITrMxN	Ir: 2,531,473	ILmr: 440	I1mr: 337,978	DLmr: 0	DLmw: 30	D1mr: 7,134	Dw: 765,517	Dr: 681,922	D1mw: 107,552
function: Com	Ir: 7425541784	ILmr: 7310	I1mr: 26652850	DLmr: 91499	DLmw: 39724	D1mr: 90334880	Dw: 1405330141	Dr: 2767882001	D1mw: 64401587
function: Enc	Ir: 1754570067	ILmr: 8381	I1mr: 23999882	DLmr: 33654	DLmw: 25419	D1mr: 70724324	Dw: 480766859	Dr: 686607831	D1mw: 21596262
function: Other	Ir: 3160348944	ILmr: 9340	I1mr: 10860292	DLmr: 167652	DLmw: 491799	D1mr: 60202238	Dw: 452017712	Dr: 1497404717	D1mw: 99243327
