cfg__QP_37_nF_2_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32
function: TEncSbac::xCopyContextsFrom	Ir: 30,024,480	ILmr: 24	I1mr: 29,788	DLmr: 246	DLmw: 150	D1mr: 2,065,891	Dw: 12,009,792	Dr: 12,009,792	D1mw: 658,710
function: TComDataCU::getPULeft	Ir: 29,542,245	ILmr: 80	I1mr: 437,069	DLmr: 1,834	DLmw: 16	D1mr: 786,752	Dw: 6,057,756	Dr: 14,827,372	D1mw: 86,023
function: TComPrediction::xPredIntraPlanar	Ir: 27,167,539	ILmr: 23	I1mr: 241,832	DLmr: 0	DLmw: 1,180	D1mr: 74,310	Dw: 4,719,330	Dr: 12,008,198	D1mw: 353,816
function: TComTrQuant::xQuant	Ir: 26,648,325	ILmr: 8	I1mr: 194,388	DLmr: 0	DLmw: 42	D1mr: 554,795	Dw: 8,721,270	Dr: 12,112,875	D1mw: 1,395,928
function: TComYuv::subtract	Ir: 22,783,010	ILmr: 132	I1mr: 93,071	DLmr: 70	DLmw: 254	D1mr: 300,353	Dw: 3,295,500	Dr: 7,756,118	D1mw: 206,787
function: TComDataCU::getQuadtreeTULog2MinSizeInCU	Ir: 22,048,312	ILmr: 26	I1mr: 379,154	DLmr: 7	DLmw: 8	D1mr: 1,057,408	Dw: 3,125,437	Dr: 9,372,108	D1mw: 46,220
function: TEncSearch::xLoadIntraResultQT	Ir: 22,022,350	ILmr: 41	I1mr: 440,708	DLmr: 28	DLmw: 83	D1mr: 486,749	Dw: 4,347,208	Dr: 8,122,356	D1mw: 178,854
function: TEncSbac::xCopyFrom	Ir: 22,017,952	ILmr: 5	I1mr: 62,760	DLmr: 381	DLmw: 28	D1mr: 2,316,395	Dw: 10,008,160	Dr: 10,008,160	D1mw: 284,068
function: TEncSearch::predInterSearch	Ir: 21,893,702	ILmr: 1,728	I1mr: 825,339	DLmr: 151	DLmw: 67	D1mr: 808,380	Dw: 9,821,943	Dr: 4,195,623	D1mw: 815,984
function: TEncSearch::xPatternRefinement	Ir: 21,182,745	ILmr: 154	I1mr: 93,376	DLmr: 4	DLmw: 0	D1mr: 841,648	Dw: 4,863,816	Dr: 8,125,246	D1mw: 558,258
function: void	Ir: 20,845,395	ILmr: 8	I1mr: 9,315	DLmr: 1,461	DLmw: 35	D1mr: 192,624	Dw: 849,845	Dr: 11,847,239	D1mw: 64,922
function: TEncSbac::estBit	Ir: 20,792,598	ILmr: 42	I1mr: 104,453	DLmr: 0	DLmw: 11	D1mr: 415,108	Dw: 13,046,336	Dr: 6,523,168	D1mw: 325,927
function: 	Ir: 20,731,520	ILmr: 23	I1mr: 8,502	DLmr: 253	DLmw: 9	D1mr: 892,951	Dw: 3,661,368	Dr: 5,838,208	D1mw: 1,003,851
function: TComTrQuant::calcPatternSigCtx	Ir: 20,510,716	ILmr: 7	I1mr: 33,323	DLmr: 0	DLmw: 0	D1mr: 61,330	Dw: 1,016,963	Dr: 8,315,810	D1mw: 0
function: TComTrQuant::xIT	Ir: 20,119,186	ILmr: 145	I1mr: 228,690	DLmr: 6	DLmw: 55	D1mr: 356,708	Dw: 4,071,001	Dr: 4,416,450	D1mw: 338,609
function: TComTrQuant::rdpcmNxN	Ir: 19,865,115	ILmr: 8	I1mr: 340,721	DLmr: 0	DLmw: 63	D1mr: 1,282,147	Dw: 5,814,180	Dr: 9,205,785	D1mw: 980,062
function: TComPrediction::filteringIntraReferenceSamples	Ir: 19,653,586	ILmr: 8	I1mr: 393,233	DLmr: 9	DLmw: 14	D1mr: 439,036	Dw: 1,284,807	Dr: 4,840,430	D1mw: 41,679
function: xTrMxN	Ir: 19,107,156	ILmr: 1,715	I1mr: 782,601	DLmr: 24	DLmw: 69	D1mr: 594,797	Dw: 5,015,179	Dr: 5,623,748	D1mw: 745,332
function: TEncSearch::xUpdateCandList	Ir: 18,582,534	ILmr: 8	I1mr: 26,551	DLmr: 5	DLmw: 0	D1mr: 236,531	Dw: 2,512,296	Dr: 4,885,652	D1mw: 504
function: TComDataCU::getCoefScanIdx	Ir: 18,463,225	ILmr: 25	I1mr: 691,224	DLmr: 8	DLmw: 56	D1mr: 807,334	Dw: 2,981,891	Dr: 7,357,586	D1mw: 170,074
function: TEncSearch::xTZSearchHelp	Ir: 18,420,448	ILmr: 76	I1mr: 74,275	DLmr: 0	DLmw: 0	D1mr: 560,338	Dw: 5,776,540	Dr: 7,789,752	D1mw: 12,304
function: TComDataCU::getPUAboveRightAdi	Ir: 18,014,623	ILmr: 20	I1mr: 230,578	DLmr: 625	DLmw: 1	D1mr: 706,999	Dw: 3,768,757	Dr: 8,940,675	D1mw: 4,536
function: QpParam::QpParam	Ir: 17,955,142	ILmr: 12	I1mr: 497,319	DLmr: 1,314	DLmw: 0	D1mr: 1,612,399	Dw: 5,539,189	Dr: 7,893,417	D1mw: 52,540
function: TEncSearch::xPatternSearch	Ir: 16,569,565	ILmr: 87	I1mr: 40,141	DLmr: 0	DLmw: 0	D1mr: 765,754	Dw: 5,773,406	Dr: 6,534,910	D1mw: 758,109
function: TComCUMvField::clearMvField	Ir: 16,332,186	ILmr: 31	I1mr: 37,039	DLmr: 76	DLmw: 7,702	D1mr: 58,099	Dw: 5,031,994	Dr: 1,046,136	D1mw: 256,757
function: TComDataCU::getPUBelowLeftAdi	Ir: 16,216,997	ILmr: 16	I1mr: 144,038	DLmr: 6,272	DLmw: 0	D1mr: 624,889	Dw: 3,654,016	Dr: 8,308,066	D1mw: 1,308
function: TComDataCU::setTransformSkipPartRange	Ir: 16,063,380	ILmr: 15	I1mr: 35,754	DLmr: 0	DLmw: 0	D1mr: 231,374	Dw: 5,354,460	Dr: 8,031,690	D1mw: 3,576
function: TComYuv::addAvg	Ir: 15,890,208	ILmr: 246	I1mr: 28,848	DLmr: 1	DLmw: 14	D1mr: 184,661	Dw: 1,311,648	Dr: 6,076,544	D1mw: 93,490
function: TEncSearch::xModeBitsIntra	Ir: 15,705,900	ILmr: 8	I1mr: 31,755	DLmr: 36	DLmw: 0	D1mr: 984,398	Dw: 6,107,850	Dr: 8,434,650	D1mw: 5,530
function: TEncSbac::estSignificantCoeffGroupMapBit	Ir: 15,492,524	ILmr: 34	I1mr: 287,362	DLmr: 13	DLmw: 5	D1mr: 468,503	Dw: 4,076,980	Dr: 7,746,262	D1mw: 422,178
function: TComRdCost::xGetSAD24	Ir: 14,917,466	ILmr: 32	I1mr: 673	DLmr: 207	DLmw: 0	D1mr: 87,147	Dw: 133,603	Dr: 3,920,557	D1mw: 1,601
function: TEncBinCABACCounter::getNumWrittenBits	Ir: 13,391,232	ILmr: 5	I1mr: 102,282	DLmr: 0	DLmw: 0	D1mr: 778,977	Dw: 3,347,808	Dr: 7,532,568	D1mw: 14,424
function: fastInverseDst	Ir: 13,314,600	ILmr: 18	I1mr: 87,139	DLmr: 2	DLmw: 0	D1mr: 14,794	Dw: 1,716,104	Dr: 6,598,124	D1mw: 103,558
function: TComYuv::removeHighFreq	Ir: 13,232,423	ILmr: 164	I1mr: 56,688	DLmr: 0	DLmw: 0	D1mr: 176,624	Dw: 1,640,199	Dr: 3,831,007	D1mw: 436
function: TComTU::getGolombRiceStatisticsIndex	Ir: 13,121,687	ILmr: 3	I1mr: 475,284	DLmr: 0	DLmw: 0	D1mr: 182,976	Dw: 1,093,110	Dr: 7,105,215	D1mw: 0
function: TEncSbac::resetBits	Ir: 12,863,550	ILmr: 13	I1mr: 52,633	DLmr: 30	DLmw: 2	D1mr: 1,872,802	Dw: 4,594,125	Dr: 8,269,425	D1mw: 125,827
function: TComDataCU::setCbfPartRange	Ir: 12,677,454	ILmr: 23	I1mr: 97,267	DLmr: 0	DLmw: 0	D1mr: 501,425	Dw: 4,225,818	Dr: 6,338,727	D1mw: 172,835
function: TComDataCU::setExplicitRdpcmModePartRange	Ir: 12,676,014	ILmr: 10	I1mr: 216,167	DLmr: 0	DLmw: 32	D1mr: 377,508	Dw: 4,225,338	Dr: 6,338,007	D1mw: 379,423
function: TComDataCU::clipMv	Ir: 12,147,190	ILmr: 5	I1mr: 48,814	DLmr: 0	DLmw: 0	D1mr: 201,485	Dw: 1,987,722	Dr: 4,196,302	D1mw: 23,382
function: QpParam::QpParam	Ir: 11,850,486	ILmr: 6	I1mr: 376,544	DLmr: 8	DLmw: 0	D1mr: 201,797	Dw: 2,163,570	Dr: 3,045,221	D1mw: 5,976
function: TComCUMvField::setAllMv	Ir: 11,313,420	ILmr: 74	I1mr: 33,404	DLmr: 1	DLmw: 17	D1mr: 101,310	Dw: 2,137,259	Dr: 3,475,257	D1mw: 177,713
function: TComPrediction::xPredInterUni	Ir: 11,306,085	ILmr: 77	I1mr: 44,118	DLmr: 57	DLmw: 0	D1mr: 256,315	Dw: 3,688,510	Dr: 4,490,360	D1mw: 49,009
function: TEncBinCABAC::resetBits	Ir: 11,025,900	ILmr: 6	I1mr: 34,816	DLmr: 3	DLmw: 0	D1mr: 278,274	Dw: 6,431,775	Dr: 2,756,475	D1mw: 56
function: isLeftAvailable	Ir: 10,999,321	ILmr: 6	I1mr: 308,784	DLmr: 131	DLmw: 0	D1mr: 76,194	Dw: 3,242,045	Dr: 4,121,959	D1mw: 2,096
function: TComDataCU::setCrossComponentPredictionAlphaPartRange	Ir: 10,848,402	ILmr: 7	I1mr: 14,216	DLmr: 0	DLmw: 0	D1mr: 230,887	Dw: 3,616,134	Dr: 5,424,201	D1mw: 25,421
function: TComRdCost::setDistParam	Ir: 9,867,565	ILmr: 6	I1mr: 223,845	DLmr: 15	DLmw: 0	D1mr: 588,106	Dw: 3,482,670	Dr: 5,224,005	D1mw: 6,498
function: TEncEntropy::estimateBit	Ir: 9,784,752	ILmr: 20	I1mr: 20,531	DLmr: 5	DLmw: 0	D1mr: 658,438	Dw: 3,261,584	Dr: 4,484,678	D1mw: 36,167
function: TEncSearch::xRecurIntraChromaCodingQT	Ir: 9,642,347	ILmr: 83	I1mr: 352,470	DLmr: 1	DLmw: 28	D1mr: 346,547	Dw: 3,423,687	Dr: 3,483,335	D1mw: 89,088
function: TEncSbac::loadIntraDirMode	Ir: 9,598,050	ILmr: 6	I1mr: 17,848	DLmr: 49	DLmw: 0	D1mr: 1,187,121	Dw: 3,199,350	Dr: 4,653,600	D1mw: 6,370
function: isAboveAvailable	Ir: 9,540,556	ILmr: 8	I1mr: 429,331	DLmr: 19	DLmw: 7	D1mr: 32,984	Dw: 3,334,208	Dr: 3,200,766	D1mw: 22,364
function: TEncEntropy::encodeCoeffNxN	Ir: 9,516,660	ILmr: 26	I1mr: 268,416	DLmr: 4	DLmw: 30	D1mr: 152,325	Dw: 2,640,168	Dr: 5,336,508	D1mw: 405,497
function: TEncSearch::xEncSubdivCbfQT	Ir: 9,496,044	ILmr: 30	I1mr: 605,840	DLmr: 0	DLmw: 0	D1mr: 401,813	Dw: 2,834,438	Dr: 3,881,204	D1mw: 13,366
function: isBelowLeftAvailable	Ir: 9,481,016	ILmr: 6	I1mr: 354,779	DLmr: 0	DLmw: 0	D1mr: 11,849	Dw: 2,933,755	Dr: 3,637,953	D1mw: 3,747
function: TEncSearch::xEncodeResidualQT	Ir: 9,150,904	ILmr: 39	I1mr: 32,388	DLmr: 0	DLmw: 3	D1mr: 331,656	Dw: 1,966,774	Dr: 4,052,823	D1mw: 71,962
function: TComCUMvField::setAllRefIdx	Ir: 9,101,413	ILmr: 114	I1mr: 63,015	DLmr: 1	DLmw: 6	D1mr: 123,286	Dw: 1,948,524	Dr: 2,768,700	D1mw: 52,818
function: TEncSbac::codeLastSignificantXY	Ir: 9,095,860	ILmr: 52	I1mr: 270,097	DLmr: 7	DLmw: 0	D1mr: 322,102	Dw: 2,031,997	Dr: 3,595,341	D1mw: 8,483
function: isAboveRightAvailable	Ir: 8,978,232	ILmr: 9	I1mr: 523,285	DLmr: 0	DLmw: 0	D1mr: 15,891	Dw: 3,013,887	Dr: 3,200,766	D1mw: 8,432
function: TComRdCost::setDistParam	Ir: 8,775,199	ILmr: 31	I1mr: 14,581	DLmr: 1	DLmw: 0	D1mr: 94,641	Dw: 2,928,730	Dr: 3,726,739	D1mw: 523,827
function: TComYuv::clear	Ir: 8,729,654	ILmr: 46	I1mr: 30,575	DLmr: 40	DLmw: 1	D1mr: 350,291	Dw: 1,961,720	Dr: 2,255,978	D1mw: 6,636
function: TEncSearch::xEncCoeffQT	Ir: 8,651,321	ILmr: 15	I1mr: 485,897	DLmr: 0	DLmw: 0	D1mr: 260,829	Dw: 2,653,021	Dr: 4,106,676	D1mw: 4,760
function: TEncSearch::xTZSearch	Ir: 8,523,232	ILmr: 964	I1mr: 536,000	DLmr: 1	DLmw: 0	D1mr: 141,338	Dw: 3,651,365	Dr: 3,057,278	D1mw: 74,135
function: TEncSbac::load	Ir: 8,446,044	ILmr: 22	I1mr: 18,769	DLmr: 0	DLmw: 0	D1mr: 128,805	Dw: 3,519,185	Dr: 2,815,348	D1mw: 330
